INDEX,TARGET_AMT,TARGET_FLAG
3,2633.5337828543143,1.0
9,2080.241227670399,1.0
10,457.0430555138896,1.0
18,1116.2834927226006,1.0
21,2951.6980715076043,1.0
30,2471.04721304939,1.0
31,5824.278425227134,1.0
37,8159.634799280337,1.0
39,1373.9016642395504,1.0
47,2380.048633955241,1.0
60,66.140235656,1.0
62,4668.75426420568,1.0
63,4468.815963243298,1.0
64,1992.5604980522928,1.0
68,586.5997873221667,1.0
75,3897.3916484707147,1.0
76,8559.458824888747,1.0
83,1050.6947085090335,1.0
87,4063.9057307872367,1.0
92,2264.4301162386955,1.0
98,3267.6885778999495,1.0
106,2082.8411481997805,1.0
107,1265.1915135409572,1.0
113,1395.956205621717,1.0
120,3112.005781347846,1.0
123,4187.54556804999,1.0
125,3170.278974626875,1.0
126,4820.362992049278,1.0
128,804.7950226255666,1.0
129,1328.5804043125036,1.0
131,717.5058152598332,1.0
135,4075.0852927087167,1.0
141,848.4543002016636,1.0
147,241.49910591690002,1.0
148,1129.7210849231496,1.0
151,1112.7713832446668,1.0
156,1953.8265970809,1.0
157,1701.8689565453265,1.0
174,825.46406068297,1.0
186,11699.870562184908,1.0
193,3491.261331769927,1.0
195,2304.4057002901072,1.0
212,61.613712246333336,1.0
213,2695.6320422352273,1.0
217,2.728666666666667,1.0
223,899.0293251963066,1.0
226,685.6146037487865,1.0
228,5350.550738447996,1.0
230,52.42766666666667,1.0
241,3703.3992259809356,1.0
243,791.0515311017393,1.0
249,7286.8259713842,1.0
281,4742.846123470337,1.0
288,280.4886195004666,1.0
294,6279.820904880093,1.0
295,799.8112733521201,1.0
300,1875.2633631185513,1.0
302,1645.3641157672241,1.0
303,1290.5580044413837,1.0
308,2563.3222785170806,1.0
319,55.308,1.0
320,423.46567439166665,1.0
324,2656.9908259140193,1.0
331,1294.8519988272694,1.0
343,132.2482650799,1.0
347,2597.4806729657125,1.0
348,7540.000791498671,1.0
350,2873.8297195536034,1.0
357,1644.5967085072436,1.0
358,69.9822425885,1.0
